34	0.1	17	1	0.01	38.1	3.67	0	11	8	8	16	0.1	0.02	5	60	3	1	50	50	
35	23.3	20	1.3	1.16	40.4	3.93	0	4	17	12	1	0.1	0.02	5	60	3	1	50	50	
36	42.6	17	2.09	2.51	41.1	3.88	0	10	18	15	1	0.1	0.02	5	60	3	1	50	50	
37	58.6	18	2.09	3.26	46.1	4.34	0	4	29	2	5	0.1	0.02	5	60	3	1	50	50	
38	46.6	17	1.55	2.74	34.7	3.25	0	5	11	13	14	0.1	0.02	5	60	3	1	50	50	
39	78.5	15	2.83	5.23	36.1	3.35	0	5	18	7	9	0.1	0.02	5	60	3	1	50	50	
40	9.8	17	1.11	0.58	34.1	3.27	0	7	8	8	16	0.1	0.02	5	60	3	1	50	50	
41	46	15	2.84	3.07	30.3	2.94	0	15	22	20	6	0.1	0.02	5	60	3	1	50	50	
42	32.2	19	1.58	1.69	34.1	3.27	0	6	15	7	3	0.1	0.02	5	60	3	1	50	50	
43	91.9	14	2.85	6.56	41.1	3.80	0	3	25	4	13	0.1	0.02	5	60	3	1	50	50	
44	43	16	2.5	2.69	30.8	2.88	0	14	19	13	2	0.1	0.02	5	60	3	1	50	50	
45	84.8	14	8.64	6.06	27.3	2.60	0	12	19	4	7	0.1	0.02	5	60	3	1	50	50	
46	72.4	10	3.02	7.24	45.1	4.21	0	3	29	15	20	0.1	0.02	5	60	3	1	50	50	
47	42.1	20	1.76	2.1	33.1	3.17	0	6	14	19	6	0.1	0.02	5	60	3	1	50	50	
48	30.3	15	1.4	2.02	29.7	2.87	0	2	10	8	19	0.1	0.02	5	60	3	1	50	50	
49	101.5	12	4.61	8.46	33.1	3.12	0	2	18	19	14	0.1	0.02	5	60	3	1	50	50	
50	90	10	19	9	27.3	2.60	0	12	25	7	16	0.1	0.02	5	60	3	1	50	50	
51	96.2	9	20.24	10.69	27.3	2.60	0	12	23	6	18	0.1	0.02	5	60	3	1	50	50	
52	66.8	10	3.1	6.68	40.1	3.79	0	2	25	14	17	0.1	0.02	5	60	3	1	50	50	
53	64.8	14	4.88	4.63	30.3	2.89	0	15	29	12	8	0.1	0.02	5	60	3	1	50	50	
54	29.1	19	1.48	1.53	37.1	3.56	0	7	17	19	5	0.1	0.02	5	60	3	1	50	50	
55	34.8	22	1.5	1.58	30.7	2.92	0	5	9	11	5	0.1	0.02	5	60	3	1	50	50	
56	23.5	18	1.33	1.31	39.4	3.71	0	12	11	5	8	0.1	0.02	5	60	3	1	50	50	
57	3.1	19	1.05	0.16	43	4.11	0	15	8	3	5	0.1	0.02	5	60	3	1	50	50	
58	75.4	10	3.53	7.54	40.1	3.75	0	4	23	3	19	0.1	0.02	5	60	3	1	50	50	
59	64.4	11	2.75	5.85	53.1	4.97	0	10	30	2	16	0.1	0.02	5	60	3	1	50	50	
60	91	14	3.03	6.5	34.1	3.18	0	2	19	18	12	0.1	0.02	5	60	3	1	50	50	
61	89.7	14	2.8	6.41	41.1	3.80	0	3	25	19	12	0.1	0.02	5	60	3	1	50	50	
62	70	17	2.17	4.12	32.1	3.05	0	2	17	18	9	0.1	0.02	5	60	3	1	50	50	
63	14.2	19	1.2	0.75	38	3.63	0	12	9	4	7	0.1	0.02	5	60	3	1	50	50	
64	40.4	20	1.71	2.02	32.1	3.07	0	5	14	10	3	0.1	0.02	5	60	3	1	50	50	
65	86.9	14	2.59	6.21	46.1	4.26	0	3	30	16	13	0.1	0.02	5	60	3	1	50	50	
66	59	16	2.19	3.69	34.1	3.21	0	9	12	4	13	0.1	0.02	5	60	3	1	50	50	
67	62.8	10	2.75	6.28	44.1	4.16	0	2	29	15	20	0.1	0.02	5	60	3	1	50	50	
68	66.8	10	3.1	6.68	40.1	3.79	0	2	25	10	20	0.1	0.02	5	60	3	1	50	50	
69	8.9	15	1.13	0.59	36	3.51	0	14	9	16	17	0.1	0.02	5	60	3	1	50	50	
70	75.8	10	4.18	7.58	42.3	4.03	0	13	17	7	20	0.1	0.02	5	60	3	1	50	50	
71	71.8	10	3.68	7.18	35.1	3.31	0	2	20	11	18	0.1	0.02	5	60	3	1	50	50	
72	35.3	18	1.69	1.96	43.1	4.08	0	6	24	15	2	0.1	0.02	5	60	3	1	50	50	
73	53	16	3.12	3.31	28.3	2.74	0	13	20	7	6	0.1	0.02	5	60	3	1	50	50	
74	70.1	10	3.52	7.01	42.1	3.93	0	8	21	11	18	0.1	0.02	5	60	3	1	50	50	
75	2.1	20	1.03	0.11	45.6	4.38	0	10	9	15	9	0.1	0.02	5	60	3	1	50	50	
76	70.8	12	3.28	5.9	45.1	4.22	0	11	21	17	14	0.1	0.02	5	60	3	1	50	50	
77	42.7	17	2.01	2.51	47.1	4.44	0	9	25	5	4	0.1	0.02	5	60	3	1	50	50	
78	8	21	1.11	0.38	51.2	4.87	0	9	9	8	3	0.1	0.02	5	60	3	1	50	50	
79	13.5	23	1.13	0.59	27.3	2.62	0	2	7	10	11	0.1	0.02	5	60	3	1	50	50	
80	63.4	14	2.77	4.53	48.1	4.48	0	9	26	2	9	0.1	0.02	5	60	3	1	50	50	
81	90.4	11	11.89	8.22	27.3	2.60	0	12	22	11	15	0.1	0.02	5	60	3	1	50	50	
82	32.4	17	1.38	1.91	37.7	3.54	0	8	11	12	14	0.1	0.02	5	60	3	1	50	50	
83	63	16	3.86	3.94	27.3	2.64	0	12	19	13	4	0.1	0.02	5	60	3	1	50	50	
84	80.8	12	3.6	6.73	43.1	4.03	0	9	21	20	15	0.1	0.02	5	60	3	1	50	50	
85	16.1	15	1.25	1.07	35.7	3.39	0	15	7	18	17	0.1	0.02	5	60	3	1	50	50	
86	73.7	18	2.37	4.09	45.1	4.22	0	3	29	5	6	0.1	0.02	5	60	3	1	50	50	
87	38.6	17	1.89	2.27	45.1	4.26	0	10	22	2	6	0.1	0.02	5	60	3	1	50	50	
88	50.3	20	1.93	2.51	31.1	2.97	0	4	14	9	2	0.1	0.02	5	60	3	1	50	50	
89	62	12	2.53	5.17	39.1	3.72	0	10	16	8	16	0.1	0.02	5	60	3	1	50	50	
90	64.4	13	2.47	4.95	39.1	3.72	0	10	16	19	15	0.1	0.02	5	60	3	1	50	50	
91	45.6	18	1.91	2.53	39.1	3.69	0	5	21	13	3	0.1	0.02	5	60	3	1	50	50	
92	39.2	19	1.67	2.06	34.1	3.27	0	5	16	5	3	0.1	0.02	5	60	3	1	50	50	
93	46	15	2.84	3.07	30.3	2.94	0	15	30	10	1	0.1	0.02	5	60	3	1	50	50	
94	10	23	1.12	0.43	41.5	3.95	0	4	11	4	2	0.1	0.02	5	60	3	1	50	50	
95	53.2	15	2.28	3.55	39.1	3.71	0	11	15	5	12	0.1	0.02	5	60	3	1	50	50	
96	63.6	11	2.94	5.78	38.3	3.65	0	14	12	12	19	0.1	0.02	5	60	3	1	50	50	
97	78.1	14	2.51	5.58	44.1	4.09	0	4	27	10	10	0.1	0.02	5	60	3	1	50	50	
98	70	11	2.91	6.36	31.1	2.95	0	4	14	3	18	0.1	0.02	5	60	3	1	50	50	
99	93.7	13	12.57	7.21	27.3	2.60	0	12	20	11	13	0.1	0.02	5	60	3	1	50	50	
100	77.4	14	2.55	5.53	43.1	4.00	0	5	25	8	13	0.1	0.02	5	60	3	1	50	50	
101	12.5	22	1.13	0.57	38	3.62	0	5	7	8	10	0.1	0.02	5	60	3	1	50	50	
102	79.7	13	10.16	6.13	29.3	2.79	0	14	20	14	12	0.1	0.02	5	60	3	1	50	50	
103	75.8	10	4.46	7.58	42.3	4.03	0	15	15	3	20	0.1	0.02	5	60	3	1	50	50	
104	67.6	14	2.23	4.83	48.1	4.47	0	5	30	2	10	0.1	0.02	5	60	3	1	50	50	
105	64.8	14	2.38	4.63	42.1	3.91	0	7	22	12	12	0.1	0.02	5	60	3	1	50	50	
106	1.9	27	1.02	0.07	28.9	2.80	0	2	7	2	4	0.1	0.02	5	60	3	1	50	50	
107	69.8	15	3.5	4.65	40.1	3.73	0	9	18	17	7	0.1	0.02	5	60	3	1	50	50	
108	62.4	15	3.24	4.16	35.1	3.35	0	13	14	17	8	0.1	0.02	5	60	3	1	50	50	
109	99.1	12	3.6	8.26	44.1	4.12	0	3	28	7	14	0.1	0.02	5	60	3	1	50	50	
110	25.8	19	1.42	1.36	36.1	3.47	0	6	17	18	2	0.1	0.02	5	60	3	1	50	50	
111	85.4	11	11.29	7.76	28.3	2.70	0	13	23	2	15	0.1	0.02	5	60	3	1	50	50	
112	39.6	17	1.99	2.33	34.1	3.31	0	13	13	13	3	0.1	0.02	5	60	3	1	50	50	
113	68.8	14	6.02	4.91	29.3	2.79	0	14	26	5	8	0.1	0.02	5	60	3	1	50	50	
114	61	15	2.54	4.07	36.1	3.41	0	9	14	9	11	0.1	0.02	5	60	3	1	50	50	
115	17.2	21	1.19	0.82	41.5	3.92	0	6	10	7	7	0.1	0.02	5	60	3	1	50	50	
116	34.5	21	1.51	1.64	30.1	2.92	0	4	13	9	1	0.1	0.02	5	60	3	1	50	50	
117	64	11	2.5	5.82	34.1	3.24	0	4	17	19	19	0.1	0.02	5	60	3	1	50	50	
118	11.4	20	1.16	0.57	37	3.53	0	12	7	18	4	0.1	0.02	5	60	3	1	50	50	
119	32.6	16	1.85	2.04	36.1	3.51	0	15	13	15	6	0.1	0.02	5	60	3	1	50	50	
120	96.2	9	20.24	10.69	27.3	2.60	0	12	23	11	18	0.1	0.02	5	60	3	1	50	50	
121	26.9	17	1.54	1.58	53.1	5.03	0	11	29	16	3	0.1	0.02	5	60	3	1	50	50	
122	79.2	18	2.85	4.4	33.1	3.13	0	2	18	19	5	0.1	0.02	5	60	3	1	50	50	
123	42.2	19	1.77	2.22	33.1	3.17	0	5	15	6	3	0.1	0.02	5	60	3	1	50	50	
124	93.2	9	19.64	10.36	28.3	2.70	0	13	21	20	17	0.1	0.02	5	60	3	1	50	50	
125	69.9	10	3.07	6.99	45.1	4.21	0	5	27	8	19	0.1	0.02	5	60	3	1	50	50	
126	5.1	24	1.06	0.21	37.6	3.61	0	7	8	13	5	0.1	0.02	5	60	3	1	50	50	
127	30.9	17	1.34	1.82	32.7	3.12	0	5	10	20	15	0.1	0.02	5	60	3	1	50	50	
128	7.8	19	1.1	0.41	52	5.02	0	7	23	8	1	0.1	0.02	5	60	3	1	50	50	
129	57.1	10	2.64	5.71	51.1	4.78	0	10	28	8	19	0.1	0.02	5	60	3	1	50	50	
130	88.2	13	3.11	6.78	33.1	3.14	0	5	15	19	15	0.1	0.02	5	60	3	1	50	50	
131	93.2	9	19.64	10.36	28.3	2.70	0	13	28	20	17	0.1	0.02	5	60	3	1	50	50	
132	76.7	13	8.17	5.9	30.3	2.89	0	15	26	5	9	0.1	0.02	5	60	3	1	50	50	
133	23.5	18	1.33	1.31	39.4	3.71	0	12	11	7	7	0.1	0.02	5	60	3	1	50	50	
134	63	16	3.86	3.94	27.3	2.64	0	12	30	16	3	0.1	0.02	5	60	3	1	50	50	
135	55.6	14	2.47	3.97	52.1	4.87	0	11	28	5	13	0.1	0.02	5	60	3	1	50	50	
136	49.4	15	2.54	3.29	38.1	3.63	0	15	15	3	8	0.1	0.02	5	60	3	1	50	50	
137	90.2	9	19.04	10.02	29.3	2.79	0	14	26	5	20	0.1	0.02	5	60	3	1	50	50	
138	72.6	14	3.6	5.19	41.1	3.83	0	10	18	15	13	0.1	0.02	5	60	3	1	50	50	
139	13.5	19	1.17	0.71	50	4.83	0	5	25	8	1	0.1	0.02	5	60	3	1	50	50	
140	74.9	15	2.47	4.99	43.1	4.00	0	4	26	5	9	0.1	0.02	5	60	3	1	50	50	
141	43	16	2.5	2.69	30.8	2.88	0	14	29	2	5	0.1	0.02	5	60	3	1	50	50	
142	63	16	3.86	3.94	27.3	2.64	0	12	23	6	2	0.1	0.02	5	60	3	1	50	50	
143	90.2	9	19.04	10.02	29.3	2.79	0	14	19	13	18	0.1	0.02	5	60	3	1	50	50	
144	1	21	1.01	0.05	52.4	4.99	0	9	10	8	2	0.1	0.02	5	60	3	1	50	50	
145	30.5	21	1.43	1.45	31.4	3.05	0	4	14	18	1	0.1	0.02	5	60	3	1	50	50	
146	61.3	14	3.35	4.38	38.1	3.63	0	15	15	7	10	0.1	0.02	5	60	3	1	50	50	
147	55.2	19	1.68	2.91	30.9	2.85	0	2	7	10	14	0.1	0.02	5	60	3	1	50	50	
148	29.8	20	1.31	1.49	37.5	3.51	0	4	11	16	10	0.1	0.02	5	60	3	1	50	50	
149	40.6	17	1.74	2.39	48.1	4.58	0	5	30	2	7	0.1	0.02	5	60	3	1	50	50	
150	64.8	20	2.31	3.24	27.1	2.59	0	2	12	4	4	0.1	0.02	5	60	3	1	50	50	
151	43	16	2.5	2.69	30.8	2.88	0	14	19	13	1	0.1	0.02	5	60	3	1	50	50	
152	12.2	21	1.17	0.58	34.9	3.40	0	6	13	9	1	0.1	0.02	5	60	3	1	50	50	
153	26.9	25	1.28	1.08	27.6	2.62	0	2	8	13	5	0.1	0.02	5	60	3	1	50	50	
154	32.6	15	1.43	2.17	35.4	3.38	0	7	10	8	19	0.1	0.02	5	60	3	1	50	50	
155	69.3	14	3.58	4.95	38.1	3.63	0	13	17	5	12	0.1	0.02	5	60	3	1	50	50	
156	46	15	2.84	3.07	30.3	2.94	0	15	30	4	1	0.1	0.02	5	60	3	1	50	50	
157	47	18	1.95	2.61	39.1	3.69	0	5	21	2	4	0.1	0.02	5	60	3	1	50	50	
158	4	27	1.04	0.15	28	2.78	0	2	7	13	3	0.1	0.02	5	60	3	1	50	50	
159	57.1	17	1.73	3.36	31.7	2.97	0	4	10	13	14	0.1	0.02	5	60	3	1	50	50	
160	63	16	3.86	3.94	27.3	2.64	0	12	20	11	5	0.1	0.02	5	60	3	1	50	50	
161	57.4	11	2.35	5.22	32.1	3.08	0	2	17	18	18	0.1	0.02	5	60	3	1	50	50	
162	78.8	10	5.17	7.88	39.3	3.75	0	15	12	20	17	0.1	0.02	5	60	3	1	50	50	
163	40.1	18	1.71	2.23	34.1	3.30	0	5	16	5	7	0.1	0.02	5	60	3	1	50	50	
164	47.6	17	2.23	2.8	35.1	3.40	0	12	15	13	3	0.1	0.02	5	60	3	1	50	50	
165	20.9	18	1.34	1.16	48	4.61	0	9	18	17	1	0.1	0.02	5	60	3	1	50	50	
166	67.3	16	3.3	4.21	40.1	3.76	0	8	19	17	7	0.1	0.02	5	60	3	1	50	50	
167	58.7	11	2.7	5.34	36.1	3.42	0	10	13	18	20	0.1	0.02	5	60	3	1	50	50	
168	62.4	15	3.24	4.16	35.1	3.35	0	13	14	5	8	0.1	0.02	5	60	3	1	50	50	
169	68.8	14	6.02	4.91	29.3	2.79	0	14	26	17	8	0.1	0.02	5	60	3	1	50	50	
170	46	15	2.84	3.07	30.3	2.94	0	15	29	16	3	0.1	0.02	5	60	3	1	50	50	
171	29.5	18	1.61	1.64	37.1	3.56	0	11	13	15	6	0.1	0.02	5	60	3	1	50	50	
172	14.9	15	1.21	0.99	34	3.31	0	12	9	4	19	0.1	0.02	5	60	3	1	50	50	
173	67.9	10	2.9	6.79	47.1	4.40	0	5	29	16	19	0.1	0.02	5	60	3	1	50	50	
174	30.6	17	1.73	1.8	34.1	3.31	0	14	12	12	3	0.1	0.02	5	60	3	1	50	50	
175	1	21	1.01	0.05	52.4	4.99	0	9	10	17	3	0.1	0.02	5	60	3	1	50	50	
176	74.9	10	3.9	7.49	38.1	3.56	0	6	19	3	18	0.1	0.02	5	60	3	1	50	50	
177	76.7	13	8.17	5.9	30.3	2.89	0	15	24	3	13	0.1	0.02	5	60	3	1	50	50	
178	63.8	14	2.33	4.56	43.1	4.00	0	7	23	6	11	0.1	0.02	5	60	3	1	50	50	
179	71.9	10	3.5	7.19	41.1	3.84	0	6	22	18	17	0.1	0.02	5	60	3	1	50	50	
180	53	16	3.12	3.31	28.3	2.74	0	13	30	10	1	0.1	0.02	5	60	3	1	50	50	
181	73.8	10	4.09	7.38	44.3	4.23	0	15	17	7	20	0.1	0.02	5	60	3	1	50	50	
182	59.4	15	2.92	3.96	38.1	3.63	0	13	17	7	7	0.1	0.02	5	60	3	1	50	50	
183	9.6	19	1.11	0.51	41.5	3.95	0	4	6	7	20	0.1	0.02	5	60	3	1	50	50	
184	30.6	17	1.6	1.8	53.1	5.02	0	10	30	2	1	0.1	0.02	5	60	3	1	50	50	
185	79.3	12	2.86	6.61	34.1	3.24	0	4	17	12	16	0.1	0.02	5	60	3	1	50	50	
186	44.8	18	1.76	2.49	34.1	3.24	0	7	14	19	8	0.1	0.02	5	60	3	1	50	50	
187	73.5	16	2.34	4.59	45.1	4.22	0	2	30	2	9	0.1	0.02	5	60	3	1	50	50	
188	76.4	10	3.4	7.64	41.1	3.84	0	3	25	19	17	0.1	0.02	5	60	3	1	50	50	
189	57.1	17	1.68	3.36	32.7	3.06	0	3	11	12	14	0.1	0.02	5	60	3	1	50	50	
190	3.3	17	1.04	0.19	40	3.84	0	13	9	9	15	0.1	0.02	5	60	3	1	50	50	
191	55.3	17	2.28	3.25	35.1	3.35	0	8	14	17	8	0.1	0.02	5	60	3	1	50	50	
192	75.8	10	4.18	7.58	42.3	4.03	0	13	17	7	18	0.1	0.02	5	60	3	1	50	50	
193	2.1	20	1.03	0.11	45.6	4.38	0	10	9	15	8	0.1	0.02	5	60	3	1	50	50	
194	72.3	14	4.03	5.16	35.1	3.35	0	13	14	17	9	0.1	0.02	5	60	3	1	50	50	
195	31.8	17	1.35	1.87	29.7	2.87	0	2	10	20	15	0.1	0.02	5	60	3	1	50	50	
196	71.9	10	3.26	7.19	43.1	4.03	0	5	25	18	20	0.1	0.02	5	60	3	1	50	50	
197	65.6	14	2.43	4.69	40.1	3.80	0	10	17	19	14	0.1	0.02	5	60	3	1	50	50	
198	31.5	22	1.35	1.43	30.5	2.87	0	2	10	15	9	0.1	0.02	5	60	3	1	50	50	
199	90.4	11	11.89	8.22	27.3	2.60	0	12	21	17	14	0.1	0.02	5	60	3	1	50	50	
200	5.3	16	1.07	0.33	39.4	3.84	0	11	9	4	19	0.1	0.02	5	60	3	1	50	50	
201	73	11	2.99	6.64	30.1	2.85	0	3	14	16	17	0.1	0.02	5	60	3	1	50	50	
202	64.3	14	3.78	4.59	35.1	3.35	0	15	12	13	13	0.1	0.02	5	60	3	1	50	50	
203	3.1	22	1.03	0.14	48	4.57	0	7	7	10	11	0.1	0.02	5	60	3	1	50	50	
204	76.7	13	8.17	5.9	30.3	2.89	0	15	23	9	13	0.1	0.02	5	60	3	1	50	50	
205	66.5	11	2.72	6.05	33.1	3.14	0	5	15	3	20	0.1	0.02	5	60	3	1	50	50	
206	77.5	17	2.79	4.56	33.1	3.12	0	2	18	17	8	0.1	0.02	5	60	3	1	50	50	
207	71.2	13	3.95	5.48	35.1	3.35	0	13	14	19	14	0.1	0.02	5	60	3	1	50	50	
208	24	23	1.34	1.04	32.1	3.05	0	4	9	16	3	0.1	0.02	5	60	3	1	50	50	
209	69.4	15	3.49	4.63	35.1	3.35	0	12	15	13	8	0.1	0.02	5	60	3	1	50	50	
210	68.8	14	6.02	4.91	29.3	2.79	0	14	29	12	7	0.1	0.02	5	60	3	1	50	50	
211	47.7	18	1.99	2.65	40.1	3.79	0	5	22	20	3	0.1	0.02	5	60	3	1	50	50	
212	32.6	16	1.85	2.04	36.1	3.51	0	15	13	2	4	0.1	0.02	5	60	3	1	50	50	
213	71.9	10	3.26	7.19	43.1	4.03	0	5	25	10	20	0.1	0.02	5	60	3	1	50	50	
214	76.7	13	8.17	5.9	30.3	2.89	0	15	25	18	11	0.1	0.02	5	60	3	1	50	50	
215	12.6	19	1.14	0.66	41.5	3.94	0	3	6	8	19	0.1	0.02	5	60	3	1	50	50	
216	43	16	2.5	2.69	30.8	2.88	0	14	22	20	6	0.1	0.02	5	60	3	1	50	50	
217	53.1	10	2.48	5.31	53.1	4.97	0	11	29	20	19	0.1	0.02	5	60	3	1	50	50	
218	63.3	14	2.98	4.52	45.1	4.21	0	10	22	2	11	0.1	0.02	5	60	3	1	50	50	
219	46	15	2.84	3.07	30.3	2.94	0	15	26	10	5	0.1	0.02	5	60	3	1	50	50	
220	74.8	12	3.02	6.23	49.1	4.59	0	9	27	14	15	0.1	0.02	5	60	3	1	50	50	
221	26.6	17	1.33	1.56	35.7	3.36	0	2	7	2	20	0.1	0.02	5	60	3	1	50	50	
222	24	23	1.29	1.04	32.5	3.08	0	3	11	12	3	0.1	0.02	5	60	3	1	50	50	
223	56.9	17	2.06	3.35	45.1	4.26	0	3	29	19	7	0.1	0.02	5	60	3	1	50	50	
224	16.4	17	1.19	0.96	33.5	3.19	0	4	8	15	20	0.1	0.02	5	60	3	1	50	50	
225	30.6	16	1.76	1.91	38.1	3.70	0	15	15	7	3	0.1	0.02	5	60	3	1	50	50	
226	70.8	14	2.39	5.06	45.1	4.19	0	6	26	10	13	0.1	0.02	5	60	3	1	50	50	
227	22.3	15	1.29	1.49	39.4	3.76	0	9	10	2	16	0.1	0.02	5	60	3	1	50	50	
228	30.6	17	1.6	1.8	53.1	5.02	0	10	30	19	1	0.1	0.02	5	60	3	1	50	50	
229	43.3	22	1.55	1.97	29.7	2.83	0	2	10	8	6	0.1	0.02	5	60	3	1	50	50	
230	68.1	10	3.08	6.81	46.1	4.30	0	7	26	2	19	0.1	0.02	5	60	3	1	50	50	
231	43	16	2.5	2.69	30.8	2.88	0	14	26	5	5	0.1	0.02	5	60	3	1	50	50	
232	76.7	13	8.17	5.9	30.3	2.89	0	15	22	20	10	0.1	0.02	5	60	3	1	50	50	
233	4.7	20	1.06	0.23	40.2	3.85	0	12	7	5	8	0.1	0.02	5	60	3	1	50	50	
234	43	16	2.5	2.69	30.8	2.88	0	14	26	18	4	0.1	0.02	5	60	3	1	50	50	
235	90	10	19	9	27.3	2.60	0	12	19	12	16	0.1	0.02	5	60	3	1	50	50	
236	42.4	18	1.71	2.36	34.1	3.29	0	4	17	4	7	0.1	0.02	5	60	3	1	50	50	
237	18	21	1.2	0.86	30.7	2.93	0	5	9	18	12	0.1	0.02	5	60	3	1	50	50	
238	62.8	10	2.75	6.28	44.1	4.16	0	2	29	10	20	0.1	0.02	5	60	3	1	50	50	
239	93.7	13	12.57	7.21	27.3	2.60	0	12	23	18	9	0.1	0.02	5	60	3	1	50	50	
240	49.8	20	1.81	2.49	32.1	3.11	0	2	17	6	2	0.1	0.02	5	60	3	1	50	50	
241	58.1	18	2.06	3.23	45.1	4.26	0	2	30	18	4	0.1	0.02	5	60	3	1	50	50	
242	92.7	14	2.98	6.62	38.1	3.52	0	3	22	20	12	0.1	0.02	5	60	3	1	50	50	
243	80.4	11	10.69	7.31	29.3	2.79	0	14	23	2	15	0.1	0.02	5	60	3	1	50	50	
244	86.7	13	11.7	6.67	28.3	2.70	0	13	26	5	9	0.1	0.02	5	60	3	1	50	50	
245	73.9	10	3.76	7.39	39.1	3.66	0	6	20	11	18	0.1	0.02	5	60	3	1	50	50	
246	72.8	10	3.82	7.28	34.1	3.22	0	2	19	3	18	0.1	0.02	5	60	3	1	50	50	
247	43	16	2.5	2.69	30.8	2.88	0	14	18	12	6	0.1	0.02	5	60	3	1	50	50	
248	76.7	13	8.17	5.9	30.3	2.89	0	15	28	2	11	0.1	0.02	5	60	3	1	50	50	
249	17.9	22	1.2	0.81	28.5	2.73	0	2	9	13	7	0.1	0.02	5	60	3	1	50	50	
250	96.2	9	20.24	10.69	27.3	2.60	0	12	29	10	20	0.1	0.02	5	60	3	1	50	50	
251	75.4	14	2.46	5.39	45.1	4.19	0	5	27	5	13	0.1	0.02	5	60	3	1	50	50	
252	96.2	9	20.24	10.69	27.3	2.60	0	12	27	8	19	0.1	0.02	5	60	3	1	50	50	
253	62.6	14	2.65	4.47	51.1	4.77	0	10	28	8	13	0.1	0.02	5	60	3	1	50	50	
254	91.2	9	18.88	10.13	30.3	2.89	0	15	24	3	19	0.1	0.02	5	60	3	1	50	50	
255	84.9	15	2.7	5.66	41.1	3.80	0	3	25	4	9	0.1	0.02	5	60	3	1	50	50	
256	71.6	14	2.99	5.11	48.1	4.48	0	9	26	2	13	0.1	0.02	5	60	3	1	50	50	
